#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651540334149708,238.135482062497,57.0877961065025,17.90796,17.8585,17.9655,18.06085,17.53161,1412,301,6,341,7647319533129015296,QSO,0.3664018,6792,56432,754
1237651540336050209,242.932577491082,53.7885471301126,18.81155,17.32829,16.78927,16.607,16.53436,1412,301,6,370,2450103678888077312,STAR,-4.226026E-05,2176,54243,529
1237651540336050374,242.933245188509,53.7313412659048,19.44916,17.69685,16.94077,16.64009,16.47698,1412,301,6,370,2450102854254356480,STAR,-0.0006161414,2176,54243,526
1237651540336115880,243.04968290356,53.6795967073325,19.38983,17.45023,16.69606,16.44439,16.30715,1412,301,6,371,2450116048393889792,STAR,-0.0002093003,2176,54243,574
1237651540336115968,243.125923480481,53.6026211457467,19.47894,17.6831,16.83231,16.4274,16.13869,1412,301,6,371,699349902882269184,GALAXY,0.08871537,621,52055,604
1237651540335001848,240.335419724571,55.6130290046769,18.37071,17.11916,16.76292,16.49402,16.40086,1412,301,6,354,697107174056290304,GALAXY,0.05099405,619,52056,637
1237651540336115804,243.102572201419,53.6053713073329,16.72022,15.67273,15.24719,15.12474,15.06408,1412,301,6,371,2450113024736913408,STAR,-0.0002538216,2176,54243,563
1237651540334543097,239.164885667523,56.3311905956693,18.40273,17.35569,17.11395,16.98384,16.82593,1412,301,6,347,697084084312107008,GALAXY,0.03110711,619,52056,553
1237651540334280888,238.29443291577,56.8483230742448,19.36897,17.64326,16.71942,16.24182,15.89531,1412,301,6,343,694852350854064128,GALAXY,0.1075841,617,52072,626
1237651540334149892,238.06190146161,56.9880530402671,19.47058,19.05278,18.51938,18.29966,17.99402,1412,301,6,341,694850151830808576,GALAXY,0.3350109,617,52072,618
1237651540333822172,237.134821539994,57.6323042083212,19.09641,17.91105,17.38918,17.09984,16.91175,1412,301,6,336,694836957691275264,GALAXY,0.07421584,617,52072,570
1237651540336115733,243.082636545103,53.6717962286793,17.28572,16.32609,15.96418,15.8265,15.76763,1412,301,6,371,2450115498638075904,STAR,-0.0001656877,2176,54243,572
1237651540337033449,245.191921696952,51.9678854356377,18.69135,17.78115,17.45769,17.30009,17.30405,1412,301,6,385,3875428651935834112,STAR,-0.0004145586,3442,54983,295
1237651540335722502,242.148540394882,54.3915216585412,18.62979,18.34146,17.90265,17.80895,17.77139,1412,301,6,365,7106840299767308288,QSO,1.297851,6312,56487,582
1237651540335984837,242.764717320934,53.8601086976458,19.41736,18.34122,18.04898,17.81833,17.77792,1412,301,6,369,699358973853198336,GALAXY,0.08203726,621,52055,637
1237651701378252818,130.805893049957,53.9552419695444,17.32412,17.1763,16.94265,16.4484,16.78119,1450,301,2,79,8192177033268142080,QSO,0.2175676,7276,57061,470
1237651701378252834,130.854825200643,53.9899059271859,16.72298,15.12344,14.50255,14.26587,14.16085,1450,301,2,79,2607737629151619072,STAR,-0.0001226219,2316,53757,558
1237651701377925457,130.132110520383,53.4775483353309,19.1092,17.87915,17.53798,17.34433,17.34452,1450,301,2,74,500068915020326912,GALAXY,0.03107942,444,51883,616
1237651700841185314,130.898064533453,53.4573007624111,18.24004,16.7489,16.17679,15.96831,15.88022,1450,301,1,76,2607602938977216512,STAR,-5.554654E-05,2316,53757,68
1237651540336640039,244.286644809548,52.697098149301,16.62109,15.54219,15.07495,14.86394,14.77782,1412,301,6,379,2450132541068306432,STAR,-0.0006344371,2176,54243,634
1237651540336836918,244.815620509588,52.2687769907224,19.5615,17.96869,17.21954,16.82804,16.55089,1412,301,6,382,701611323355588608,GALAXY,0.06289542,623,52051,639
1237651700840923193,130.207657300063,52.9427903994458,17.19814,15.61215,15.0888,14.93286,14.873,1450,301,1,72,2607599090686519296,STAR,-0.0001183155,2316,53757,54
1237651700841382114,131.398401739082,53.8131889791192,19.19394,18.02455,17.43156,17.09661,16.85195,1450,301,1,79,502196470288508928,GALAXY,0.04708753,446,51899,164
1237651700840923298,130.235496306551,52.9378810386711,17.49352,16.09532,15.49448,15.13872,14.88381,1450,301,1,72,503366350291363840,GALAXY,0.05905857,447,51877,324
1237651700841119804,130.72099272566,53.3123273228408,17.83909,16.91001,16.65526,16.54384,16.50468,1450,301,1,75,503378719797176320,STAR,-0.0006790204,447,51877,369
1237651700841513094,131.687758561098,53.9008904558779,19.00957,18.11644,17.83367,17.74088,17.67765,1450,301,1,81,5802992122098327552,STAR,-0.0008467567,5154,55864,378
1237651700841709705,132.283748722527,54.2739577595209,19.3499,18.3224,18.0596,17.95223,17.91949,1450,301,1,84,3565750649515778048,STAR,3.260621E-05,3167,54822,93
1237651701378515162,131.497757729277,54.4433291073005,19.49819,17.64679,16.91405,16.52366,16.33119,1450,301,2,83,502304772183844864,GALAXY,0.03069726,446,51899,558
1237651701378384029,131.13988391717,54.2875817378588,19.12786,18.22596,17.8672,17.74638,17.73881,1450,301,2,81,5805413522604007424,STAR,0.0001805832,5156,55925,995
1237651700841578572,131.943309553856,54.0960431727736,17.93419,16.79027,16.84478,16.9163,16.95662,1450,301,1,82,2607758244994639872,STAR,-0.0007041208,2316,53757,633
1237651700841578593,131.777317323928,54.0213261906102,19.22725,17.50517,16.66598,16.2638,15.93942,1450,301,1,82,502190422974556160,GALAXY,0.04585721,446,51899,142
1237651700841578605,131.779692985263,54.0380259937716,19.43009,18.1722,17.72929,17.58343,17.53252,1450,301,1,82,3565785284132052992,STAR,6.864376E-05,3167,54822,219
1237651700841185368,130.952794056036,53.42343038487,19.58919,18.31199,17.69471,17.32149,17.08279,1450,301,1,76,502185750050138112,GALAXY,0.0845459,446,51899,125
1237651540336247018,243.469635572664,53.355537351832,19.35748,17.66434,16.68821,16.26001,15.90767,1412,301,6,373,8515280890384850944,GALAXY,0.1330397,7563,56810,363
1237651701378056253,130.291897922393,53.7004542100278,18.58476,17.10938,16.57191,16.39962,16.32415,1450,301,2,76,2607615858238842880,STAR,-0.0001237394,2316,53757,115
1237651701378056413,130.352545895004,53.7620672451405,19.21689,17.78611,16.93521,16.51315,16.18196,1450,301,2,76,502214612230367232,GALAXY,0.118421,446,51899,230
1237651701378514962,131.483989000248,54.3993336683834,18.51538,18.64813,19.05362,19.31868,19.72213,1450,301,2,83,5802993771365769216,STAR,0.0001148681,5154,55864,384
1237651701378514988,131.492878354013,54.431259166453,17.62655,16.67333,16.25298,16.09627,16.04253,1450,301,2,83,2607756870605105152,STAR,-0.0004021437,2316,53757,628
1237651701378515006,131.516574285423,54.4601461265557,17.31188,15.83099,15.24008,15.05146,14.97387,1450,301,2,83,2607756320849291264,STAR,-0.0002406128,2316,53757,626
1237651701378187273,130.613623816375,53.8681474096381,18.53168,16.91836,16.34611,16.12629,16.05114,1450,301,2,78,2607617232628377600,STAR,8.931348E-05,2316,53757,120
1237651701378187336,130.736176009335,53.9553525100006,16.75954,15.14777,14.61018,14.4446,14.40826,1450,301,2,78,2607737904029526016,STAR,-0.0001042455,2316,53757,559
1237651701378252973,130.923751318802,54.026281814458,17.40645,15.76939,14.98203,14.59858,14.29301,1450,301,2,79,502199219067578368,GALAXY,0.02981115,446,51899,174
1237651700841185285,130.781214324057,53.4073218678729,17.95473,16.94577,16.64416,16.55148,16.53943,1450,301,1,76,8192154493279772672,STAR,-0.0001021093,7276,57061,388
1237651701378515079,131.463145114134,54.4495659299161,19.18213,18.18703,17.84462,17.71615,17.66223,1450,301,2,83,502304497305937920,STAR,-3.30389E-05,446,51899,557
1237651700841185410,130.879565575414,53.4548997541535,18.97395,17.81728,17.25918,16.87051,16.66639,1450,301,1,76,502184650538510336,GALAXY,0.1222173,446,51899,121
1237651540336181331,243.322375464008,53.4746790805056,16.38598,15.25731,14.91074,14.80438,14.77748,1412,301,6,372,2462500672944236544,STAR,3.554373E-05,2187,54270,573
1237651700841250910,131.031039220142,53.4566264966532,17.87962,16.90638,16.54286,16.33855,16.2254,1450,301,1,77,502189873218742272,GALAXY,0.03051181,446,51899,140
1237651700841316389,131.158921463635,53.6178496884313,16.04447,14.86383,14.7101,14.67337,14.70184,1450,301,1,78,2607591119227217920,STAR,-0.0001008804,2316,53757,25
1237651540336312408,243.59755168116,53.234763154326,17.15615,16.97428,17.36298,17.6629,17.83724,1412,301,6,374,2450128143021795328,STAR,-0.0005032055,2176,54243,618
1237651540336509116,244.079348653345,52.8811832099929,18.79918,17.33267,16.7732,16.55592,16.46733,1412,301,6,377,2450118522295052288,STAR,-0.0003480039,2176,54243,583
1237651736821760135,159.556629102677,2.51795954981696,18.35765,16.94705,16.12928,15.65907,15.3241,1458,301,4,232,568732873700435968,GALAXY,0.09537791,505,52317,558
1237651736319099148,237.745940123784,1.48505056123064,19.57522,18.5661,18.12692,17.95887,17.82629,1458,301,3,754,4565524487034871808,STAR,0.0003661577,4055,55359,1
1237651736318640178,236.651495732041,1.46066873647643,19.22048,17.85096,17.72435,17.71318,17.68859,1458,301,3,747,3327209948240177152,STAR,4.998004E-05,2955,54562,639
1237651736831066140,180.798798966949,2.72753171528943,19.51445,18.15785,17.35641,16.94455,16.66123,1458,301,4,374,582188417207527424,GALAXY,0.1413615,517,52024,357
1237651736822284508,160.745221249285,2.63358047429428,19.45683,17.46078,16.38774,15.88413,15.43405,1458,301,4,240,569844749884745728,GALAXY,0.1051586,506,52022,507
1237651736831066220,180.753949161446,2.83638964411732,18.11629,16.49517,15.73264,15.35636,15.03089,1458,301,4,374,581117492764633088,GALAXY,0.01921438,516,52017,557
1237651736822218754,160.541163519156,2.51329030538318,18.59582,17.47928,17.04751,16.86607,16.78084,1458,301,4,239,569834579402188800,STAR,0.0006816436,506,52022,470
1237651736822153382,160.445807875352,2.61339182739092,19.15323,17.53042,16.72214,16.318,16.0179,1458,301,4,238,569832930134747136,GALAXY,0.07533523,506,52022,464
1237651736822087790,160.260136063149,2.54521321588512,19.51223,19.46029,19.39773,19.19258,19.13549,1458,301,4,237,569811764535912448,QSO,1.958244,506,52022,387
1237651736821825755,159.735825692088,2.67901816500017,18.81647,16.7908,15.77513,15.33407,14.96679,1458,301,4,233,568728750531831808,GALAXY,0.09942193,505,52317,543
1237651736831197356,181.096006626586,2.76986863426432,18.91532,18.35441,18.31796,18.12013,17.87707,1458,301,4,376,582195289155201024,QSO,0.4790157,517,52024,382
1237651736821694552,159.400441269208,2.65424008509751,18.82208,16.81957,15.85583,15.42654,15.08956,1458,301,4,231,568719404682995712,GALAXY,0.08326287,505,52317,509
1237651736821629001,159.178205139211,2.60634663240705,18.6467,17.40146,16.80138,16.44907,16.20845,1458,301,4,230,568712807613229056,GALAXY,0.07761396,505,52317,485
1237651736821563652,159.110457919339,2.49280814396486,19.18178,18.27085,17.88691,17.50666,17.44495,1458,301,4,229,568715281514391552,GALAXY,0.07260151,505,52317,494
1237651736821563631,159.084891802251,2.6451830211793,19.05854,16.94377,15.93735,15.52315,15.17115,1458,301,4,229,568711982979508224,GALAXY,0.09705221,505,52317,482
1237651736821563593,159.03634304913,2.64645422920225,19.1826,17.56079,16.87457,16.60059,16.32813,1458,301,4,229,568706210543462400,GALAXY,0.06424735,505,52317,461
1237651736821498134,158.950992380887,2.62163928942763,19.50413,17.56347,16.41716,15.9465,15.57676,1458,301,4,228,568710883467880448,GALAXY,0.1534291,505,52317,478
1237651736821498126,158.954491417891,2.47088497155245,17.80522,16.27858,15.54466,15.18064,14.88436,1458,301,4,228,568707859810904064,GALAXY,0.03852228,505,52317,467
1237651736821498094,158.894482535972,2.56286497285269,18.0149,17.6853,17.82481,17.74871,17.82635,1458,301,4,228,568708684444624896,GALAXY,0.04068289,505,52317,470
1237651736821498021,158.962010852413,2.57158388539172,18.65047,17.10038,16.36173,15.96566,15.68612,1458,301,4,228,568706760299276288,GALAXY,0.04090368,505,52317,463
1237651736821432566,158.73614254121,2.60832639345969,18.75528,17.53708,17.08153,16.80712,16.82078,1458,301,4,227,568696314938812416,GALAXY,0.03772128,505,52317,425
1237651736821432415,158.728011912186,2.48264447993468,17.94685,16.22248,15.38229,14.9229,14.55962,1458,301,4,227,568697414450440192,GALAXY,0.03765547,505,52317,429
1237651736821432346,158.753811523765,2.50241723111921,17.85167,18.23792,18.7197,18.85242,18.76379,1458,301,4,227,5330177379485589504,STAR,0.0002877022,4734,55646,608
1237651736821366828,158.66656946762,2.54103865933059,17.75197,16.5143,16.13321,15.88364,15.77541,1458,301,4,226,568700438107416576,GALAXY,0.03793905,505,52317,440
1237651736320868783,241.797436209011,1.16941844249788,19.46301,17.33455,16.36662,15.81586,15.38222,1458,301,3,781,388528404946774016,GALAXY,0.06573051,345,51690,338
1237651736320803077,241.69546664645,1.23395024769286,17.97034,17.05186,16.79864,16.65214,16.50792,1458,301,3,780,388524556656076800,GALAXY,0.03107162,345,51690,324
1237651736320606292,241.17355933578,1.24126596850252,18.30351,16.81797,16.23757,15.98986,15.89257,1458,301,3,777,387454182136768512,STAR,-0.0002017705,344,51693,526
1237651736318771550,237.006371131538,1.37915590735001,19.54025,19.08393,18.93947,18.83479,18.70839,1458,301,3,749,4565540155075567616,QSO,0.6992787,4055,55359,58
1237651736318509419,236.433787478538,1.46756015671718,19.28298,17.64097,16.72601,16.23392,15.85211,1458,301,3,745,3327199228001806336,GALAXY,0.1122003,2955,54562,600
1237651736318246917,235.72097470352,1.54268432077382,17.90159,16.09749,15.36339,15.01865,14.813,1458,301,3,741,3327188232885528576,GALAXY,0.05404589,2955,54562,560
1237651736318181736,235.662981112257,1.56367914078553,19.33515,19.12545,18.82962,18.89776,18.8495,1458,301,3,740,3327176413135529984,QSO,1.013581,2955,54562,517
1237651736318181648,235.612162076862,1.42339782454166,18.95644,17.88037,17.26683,16.92662,16.68027,1458,301,3,740,3327077182211123200,GALAXY,0.1587698,2955,54562,156
1237651736318116183,235.513973555333,1.42484169886657,18.40853,16.54241,15.54438,15.06697,14.68141,1458,301,3,739,4564404359547297792,GALAXY,0.08327626,4054,55358,22
1237651736317984970,235.133070891922,1.55931366876616,19.33489,19.09906,19.37478,19.59369,20.0695,1458,301,3,737,4565657253063925760,STAR,-5.519567E-05,4055,55359,484
1237651736317919282,234.996179222251,1.54588699733477,18.68202,18.76742,19.10282,19.36558,19.59362,1458,301,3,736,4565659452087181312,STAR,-2.837252E-05,4055,55359,492
1237651736317854008,234.931869581956,1.5938775016408,19.16436,17.55735,16.75084,16.31894,15.99061,1458,301,3,735,3327099997077399552,GALAXY,0.1151558,2955,54562,239
1237651736317853798,234.941811215392,1.41694995495133,18.27431,16.23554,15.2214,14.74114,14.36963,1458,301,3,735,4564423601000783872,GALAXY,0.0844074,4054,55358,92
1237651736831983628,182.86605553262,2.82537616137573,18.51652,17.60615,17.33079,17.03235,16.93838,1458,301,4,388,583312947053357056,GALAXY,0.07578073,518,52282,352
1237651736831262791,181.215109466258,2.83134612124736,18.89743,17.92865,17.611,17.47879,17.41317,1458,301,4,377,582207108905199616,STAR,-7.359932E-05,517,52024,425
1237651736318378283,236.07371111505,1.47559256082217,18.34278,17.08723,16.44308,16.0803,15.7591,1458,301,3,743,3327065087583217664,GALAXY,0.02987722,2955,54562,112
1237651736317984979,235.140845655893,1.45790906812207,19.57222,18.60416,18.24525,18.07655,17.99731,1458,301,3,737,4564425800024039424,STAR,0.000395964,4054,55358,100
1237651736317919327,235.017160924916,1.54663330375031,17.02701,16.06953,15.73009,15.59113,15.55094,1458,301,3,736,4565657802819739648,STAR,-7.901709E-06,4055,55359,486
1237651736317854022,234.939248455065,1.44430063105768,19.26796,17.42581,16.4985,16.01411,15.67132,1458,301,3,735,3327098897565771776,GALAXY,0.08456705,2955,54562,235
1237651736832049255,183.045507767118,2.88214173143311,18.8391,18.00798,17.73681,17.63906,17.61023,1458,301,4,389,583325591437076480,GALAXY,0.006989049,518,52282,398
1237651736832049285,183.093687870013,2.84788936177072,18.37139,16.42729,15.51927,15.07281,14.7643,1458,301,4,389,582262359364495360,GALAXY,0.07716615,517,52024,626
1237651736832049298,183.108348940592,2.80888116846936,19.30914,17.8667,17.45105,16.88587,16.8662,1458,301,4,389,583323117535913984,GALAXY,0.1083412,518,52282,389
1237651736831328287,181.402497291215,2.7574151685646,19.5313,18.63101,18.4997,18.41768,18.13876,1458,301,4,378,5345961418406469632,QSO,2.548208,4748,55631,686
1237651736831328346,181.369500713179,2.88924049136482,19.58977,18.50652,17.77632,17.3879,17.11813,1458,301,4,378,582208483294734336,GALAXY,0.07649188,517,52024,430
1237651736832114808,183.258476991385,2.71871650506267,18.54848,17.2387,16.53454,16.16895,15.93082,1458,301,4,390,583335761919633408,GALAXY,0.06636405,518,52282,435
1237651735747887111,159.197904930345,1.81621039764965,18.6522,18.50516,18.45997,18.35978,18.18129,1458,301,2,230,568625946194634752,QSO,2.069664,505,52317,169
1237651735747887290,159.328242578882,1.74187678330881,19.17851,19.20162,18.84803,18.73874,18.7565,1458,301,2,230,568620448636495872,QSO,1.480796,505,52317,149
1237651735757455411,181.112774001836,1.89597113991114,14.58201,12.56521,11.62917,11.18628,10.87663,1458,301,2,376,580974281375115264,GALAXY,0.01971865,516,52017,36
1237651735756538000,179.091340546683,1.87642275068915,19.325,17.64607,16.84276,16.36562,16.01568,1458,301,2,362,579867623492184064,GALAXY,0.07896484,515,52051,106
1237651735757455412,181.120708476153,1.89409134572907,16.78824,15.16633,14.31125,13.85824,13.52178,1458,301,2,376,582155431858694144,GALAXY,0.02129339,517,52024,237
1237651735748608050,160.967424278912,1.85702970195849,16.94709,15.71477,15.70033,15.74339,15.79284,1458,301,2,241,569748267739408384,STAR,0.000399115,506,52022,156
1237651735756603498,179.146170946024,1.91339081189577,19.33117,17.42666,16.47504,16.03795,15.69851,1458,301,2,363,581048223532083200,GALAXY,0.07957096,516,52017,305
1237651735756603518,179.173383728206,2.02033209022946,19.46479,18.21686,17.6576,17.29786,17.10285,1458,301,2,363,581051522066966528,GALAXY,0.06693952,516,52017,317
1237651735757127777,180.305135017122,2.04990720237897,18.96839,17.40651,16.68424,16.34074,16.06077,1458,301,2,371,581013863793715200,GALAXY,0.02097955,516,52017,180
1237651735756603524,179.182711005922,1.89560318213422,19.26659,17.40593,16.38698,15.97892,15.61276,1458,301,2,363,579859652032882688,GALAXY,0.1058817,515,52051,77
1237651735757455416,181.111105467625,1.92633397014711,19.50872,19.20171,18.93111,18.84243,18.85705,1458,301,2,376,582151583567996928,QSO,1.375693,517,52024,223
1237651735756800127,179.641586078704,2.04864461685002,19.31229,18.03409,17.38484,16.99222,16.73496,1458,301,2,366,581038327927433216,GALAXY,0.1323822,516,52017,269
1237651735757127785,180.326973470561,1.89277841360854,19.19006,16.91824,15.89417,15.40226,15.02404,1458,301,2,371,581008915991390208,GALAXY,0.07755198,516,52017,162
1237651735757127874,180.437588898119,1.90163807717553,19.07,17.66828,17.03581,16.65663,16.37522,1458,301,2,371,581003143555344384,GALAXY,0.06592344,516,52017,141
1237651735748542633,160.705916159223,1.76415538065437,19.16521,18.13146,17.49227,17.10975,16.9506,1458,301,2,240,569760362367313920,GALAXY,0.09384627,506,52022,200
